timestamp	company	status
2026-07-23T21:23:34.522Z	Lattice	reachable
2026-07-23T21:23:34.522Z	Leapsome	reachable
2026-07-23T21:23:34.522Z	Workday	reachable
2026-07-23T21:23:34.522Z	Hootsuite	reachable
2026-07-23T21:23:34.522Z	Clio	reachable
2026-07-23T21:23:34.522Z	Benevity	reachable
2026-07-23T21:23:34.522Z	Nuvei	empty
2026-07-23T21:23:34.522Z	Ada	reachable
2026-07-23T21:23:34.522Z	Cohere	reachable
2026-07-23T21:23:34.522Z	Later	reachable
2026-07-23T21:23:34.522Z	Faire	reachable
2026-07-23T21:23:34.522Z	Wealthsimple	empty
2026-07-23T21:23:34.522Z	TouchBistro	reachable
2026-07-23T21:23:34.522Z	Anthropic	reachable
2026-07-23T21:23:34.522Z	Vercel	reachable
2026-07-23T21:23:34.522Z	Intercom	reachable
2026-07-23T21:23:34.522Z	Figma	reachable
2026-07-23T21:23:34.522Z	Linear	reachable
2026-07-23T21:23:34.522Z	Notion	reachable
2026-07-23T21:23:34.522Z	Loom	empty
2026-07-23T21:23:34.522Z	Zapier	reachable
2026-07-23T21:23:34.522Z	Airtable	reachable
2026-07-23T21:23:34.522Z	Temporal	reachable
2026-07-23T21:23:34.522Z	Glean	reachable
2026-07-23T21:23:34.522Z	Hightouch	reachable
2026-07-23T21:23:34.522Z	1Password	reachable
2026-07-23T21:23:34.522Z	Tailscale	reachable
2026-07-23T21:23:34.522Z	D2L	reachable
2026-07-23T21:23:34.522Z	PointClickCare	reachable
2026-07-23T21:23:34.522Z	ApplyBoard	reachable
2026-07-23T21:23:34.522Z	Miovision	reachable
2026-07-23T21:23:34.522Z	GitLab	reachable
2026-07-23T21:23:34.522Z	PagerDuty	reachable
2026-07-23T21:23:34.522Z	Grafana Labs	reachable
2026-07-23T21:23:34.522Z	Sourcegraph	reachable
2026-07-23T21:23:34.522Z	Stripe	reachable
2026-07-23T21:23:34.522Z	Cloudflare	reachable
2026-07-23T21:23:34.522Z	MongoDB	reachable
2026-07-23T21:23:34.522Z	Datadog	reachable
2026-07-23T21:23:34.522Z	Brex	reachable
2026-07-23T21:23:34.522Z	Plaid	reachable
2026-07-23T21:23:34.522Z	Miro	reachable
2026-07-23T21:23:34.522Z	Postman	reachable
2026-07-23T21:23:34.522Z	Gusto	reachable
2026-07-23T21:23:34.522Z	Elastic	reachable
2026-07-23T21:23:34.522Z	Calendly	reachable
2026-07-23T21:23:34.522Z	Descript	reachable
2026-07-23T21:23:34.522Z	Discord	reachable
2026-07-23T21:23:34.522Z	ClickUp	reachable
2026-07-23T21:23:34.522Z	Apollo.io	reachable
2026-07-23T21:23:34.522Z	ActiveCampaign	reachable
2026-07-23T21:23:34.522Z	BambooHR	slug_gone
2026-07-23T21:23:34.522Z	Pipedrive	reachable
2026-07-23T21:23:34.522Z	Help Scout	reachable
2026-07-23T21:23:34.522Z	PandaDoc	reachable
2026-07-23T21:23:34.522Z	Brevo	reachable
2026-07-25T19:27:29.436Z	CrowdStrike	reachable
2026-07-25T19:27:29.436Z	Wiz	empty
2026-07-25T19:27:29.436Z	Snyk	empty
2026-07-25T19:27:29.436Z	Tenable	reachable
2026-07-25T19:27:29.436Z	CoreWeave	reachable
2026-07-25T19:27:29.436Z	Veeva Systems	reachable
2026-07-25T19:27:29.436Z	League	reachable
2026-07-25T19:27:29.436Z	Maple	reachable
2026-07-25T19:27:29.436Z	Hims & Hers	reachable
2026-07-25T19:27:29.436Z	Deel	empty
2026-07-25T19:27:29.436Z	Lattice	reachable
2026-07-25T19:27:29.436Z	Leapsome	reachable
2026-07-25T19:27:29.436Z	Workday	reachable
2026-07-25T19:27:29.436Z	Hootsuite	reachable
2026-07-25T19:27:29.436Z	Clio	reachable
2026-07-25T19:27:29.436Z	Benevity	reachable
2026-07-25T19:27:29.436Z	Nuvei	empty
2026-07-25T19:27:29.436Z	Ada	reachable
2026-07-25T19:27:29.436Z	Cohere	reachable
2026-07-25T19:27:29.436Z	Later	reachable
2026-07-25T19:27:29.436Z	Faire	reachable
2026-07-25T19:27:29.436Z	Wealthsimple	empty
2026-07-25T19:27:29.436Z	TouchBistro	empty
2026-07-25T19:27:29.436Z	Anthropic	reachable
2026-07-25T19:27:29.436Z	Vercel	reachable
2026-07-25T19:27:29.436Z	Intercom	reachable
2026-07-25T19:27:29.436Z	Figma	reachable
2026-07-25T19:27:29.436Z	Linear	reachable
2026-07-25T19:27:29.436Z	Notion	reachable
2026-07-25T19:27:29.436Z	Loom	empty
2026-07-25T19:27:29.436Z	Zapier	reachable
2026-07-25T19:27:29.436Z	Airtable	reachable
2026-07-25T19:27:29.436Z	Temporal	reachable
2026-07-25T19:27:29.436Z	Glean	reachable
2026-07-25T19:27:29.436Z	Hightouch	reachable
2026-07-25T19:27:29.436Z	1Password	reachable
2026-07-25T19:27:29.436Z	Tailscale	reachable
2026-07-25T19:27:29.436Z	D2L	reachable
2026-07-25T19:27:29.436Z	PointClickCare	reachable
2026-07-25T19:27:29.436Z	ApplyBoard	reachable
2026-07-25T19:27:29.436Z	Miovision	reachable
2026-07-25T19:27:29.436Z	GitLab	reachable
2026-07-25T19:27:29.436Z	PagerDuty	reachable
2026-07-25T19:27:29.436Z	Grafana Labs	reachable
2026-07-25T19:27:29.436Z	Sourcegraph	reachable
2026-07-25T19:27:29.436Z	Stripe	reachable
2026-07-25T19:27:29.436Z	Cloudflare	reachable
2026-07-25T19:27:29.436Z	MongoDB	reachable
2026-07-25T19:27:29.436Z	Datadog	reachable
2026-07-25T19:27:29.436Z	Brex	reachable
2026-07-25T19:27:29.436Z	Plaid	reachable
2026-07-25T19:27:29.436Z	Miro	reachable
2026-07-25T19:27:29.436Z	Postman	reachable
2026-07-25T19:27:29.436Z	Gusto	reachable
2026-07-25T19:27:29.436Z	Elastic	reachable
2026-07-25T19:27:29.436Z	Calendly	reachable
2026-07-25T19:27:29.436Z	Descript	reachable
2026-07-25T19:27:29.436Z	Discord	reachable
2026-07-25T19:27:29.436Z	ClickUp	reachable
2026-07-25T19:27:29.436Z	Apollo.io	reachable
2026-07-25T19:27:29.436Z	ActiveCampaign	reachable
2026-07-25T19:27:29.436Z	BambooHR	slug_gone
2026-07-25T19:27:29.436Z	Pipedrive	reachable
2026-07-25T19:27:29.436Z	Help Scout	reachable
2026-07-25T19:27:29.436Z	PandaDoc	reachable
2026-07-25T19:27:29.436Z	Brevo	reachable
2026-07-30T18:53:57.536Z	CrowdStrike	reachable
2026-07-30T18:53:57.536Z	Wiz	empty
2026-07-30T18:53:57.536Z	Snyk	empty
2026-07-30T18:53:57.536Z	Tenable	reachable
2026-07-30T18:53:57.536Z	CoreWeave	reachable
2026-07-30T18:53:57.536Z	Veeva Systems	reachable
2026-07-30T18:53:57.536Z	League	reachable
2026-07-30T18:53:57.536Z	Maple	reachable
2026-07-30T18:53:57.536Z	Hims & Hers	reachable
2026-07-30T18:53:57.536Z	Deel	empty
2026-07-30T18:53:57.536Z	Lattice	reachable
2026-07-30T18:53:57.536Z	Leapsome	reachable
2026-07-30T18:53:57.536Z	Workday	reachable
2026-07-30T18:53:57.536Z	Hootsuite	reachable
2026-07-30T18:53:57.536Z	Clio	reachable
2026-07-30T18:53:57.536Z	Benevity	reachable
2026-07-30T18:53:57.536Z	Nuvei	empty
2026-07-30T18:53:57.536Z	Ada	reachable
2026-07-30T18:53:57.536Z	Cohere	reachable
2026-07-30T18:53:57.536Z	Later	reachable
2026-07-30T18:53:57.536Z	Faire	reachable
2026-07-30T18:53:57.536Z	Wealthsimple	empty
2026-07-30T18:53:57.536Z	TouchBistro	empty
2026-07-30T18:53:57.536Z	Anthropic	reachable
2026-07-30T18:53:57.536Z	Vercel	reachable
2026-07-30T18:53:57.536Z	Intercom	reachable
2026-07-30T18:53:57.536Z	Figma	reachable
2026-07-30T18:53:57.536Z	Linear	reachable
2026-07-30T18:53:57.536Z	Notion	reachable
2026-07-30T18:53:57.536Z	Loom	empty
2026-07-30T18:53:57.536Z	Zapier	reachable
2026-07-30T18:53:57.536Z	Airtable	reachable
2026-07-30T18:53:57.536Z	Temporal	reachable
2026-07-30T18:53:57.536Z	Glean	reachable
2026-07-30T18:53:57.536Z	Hightouch	reachable
2026-07-30T18:53:57.536Z	1Password	reachable
2026-07-30T18:53:57.536Z	Tailscale	reachable
2026-07-30T18:53:57.536Z	D2L	reachable
2026-07-30T18:53:57.536Z	PointClickCare	reachable
2026-07-30T18:53:57.536Z	ApplyBoard	reachable
2026-07-30T18:53:57.536Z	Miovision	reachable
2026-07-30T18:53:57.536Z	GitLab	reachable
2026-07-30T18:53:57.536Z	PagerDuty	reachable
2026-07-30T18:53:57.536Z	Grafana Labs	reachable
2026-07-30T18:53:57.536Z	Sourcegraph	reachable
2026-07-30T18:53:57.536Z	Stripe	reachable
2026-07-30T18:53:57.536Z	Cloudflare	reachable
2026-07-30T18:53:57.536Z	MongoDB	reachable
2026-07-30T18:53:57.536Z	Datadog	reachable
2026-07-30T18:53:57.536Z	Brex	reachable
2026-07-30T18:53:57.536Z	Plaid	reachable
2026-07-30T18:53:57.536Z	Miro	reachable
2026-07-30T18:53:57.536Z	Postman	reachable
2026-07-30T18:53:57.536Z	Gusto	reachable
2026-07-30T18:53:57.536Z	Elastic	reachable
2026-07-30T18:53:57.536Z	Calendly	reachable
2026-07-30T18:53:57.536Z	Descript	reachable
2026-07-30T18:53:57.536Z	Discord	reachable
